,title,views,description,likes,date
63,AQUAEDEN (78),839.0,"AQUAEDEN a pour objectif de construire un monde meilleur pour les générations futures, au travers du respect de l’environnement et de l’agroalimentaire ; grâ...",145.0,04-02
64,VENOVIA (75),333.0,Venovia a pour objectif de faire oublier la contrainte et simplifier la prise des multiples médicaments au quotidien pour les personnes atteintes de maladies...,92.0,04-02
65,SLOW GO (67),428.0,"SLOWGO est une agence de voyage éco responsable qui propose des itinéraires à faible émission de CO2. Avec SLOW GO, ce seront seulement des transports bas ca...",112.0,04-02
66,FOODYVOR (69),732.0,FOODYVOR est un concept d'accompagnement pour les créateurs culinaires pour donner de la visibilité aux concepts internationaux. Aider les passionnés de food...,191.0,04-02
67,NATUR'ÉVEIL (12),966.0,Le centre d'activités NATUR'ÉVEIL est un lieu d'accueil et d'apprentissage autour de la nature pour les enfants de 6 à 12 ans. C'est un moyen de sensibiliser...,206.0,04-02
68,BIODI (59),112.0,"BIODI accompagne les entreprises dans leur transition écologique avec des team building à impacts, des ateliers de construction, d'observation et de sensibil...",9.0,04-02
69,GATSBI (13),85.0,"GATSBI est une plateforme de vente de billets pour événements permettant aux promoteurs (BDE, artistes, etc.) de se connecter avec leur communauté et prestat...",1.0,04-02
70,DOGGY PARK (42),406.0,DOGGY PARK est un projet de parc de loisirs canin afin de créer un parc éco-responsable qui respecte du bien être animal.- Projet porté par Thomas FayantPour...,79.0,04-02
71,BOOBS (75),423.0,"Boobs améliore les équipements sportifs des femmes aux fortes poitrines pour qu’elles puissent faire du sport en bonnes conditions, tout en regagnant confian...",44.0,04-02
72,LES CENDRIERS DU LITTORAL (13),57.0,Les Cendres du Littoral propose un service d'implantation de cendriers urbains sur tout le littoral marseillais pour pallier à ce déchet trop présent. Des éq...,2.0,04-02
73,ILLICOGREEN (75),236.0,"ILLICOGREEN a pour ambition d'encourager les étudiants dans leur transition écologique malgré leur petit budget, leur manque de connaissance des alternatives...",73.0,04-02
74,CONNEC'TOOLS (58),669.0,Connec'Tools est là pour améliorer la productivité et l'organisation de son utilisateur et également pour lui faire économiser de l'argent. Ils proposent un ...,124.0,04-02
75,FLORIANE SCHMITT STUDIO (67),141.0,"FLORIANE SCHMITT propose un univers élégant et poétique, afin d'offrir à aux clients un style de vie harmonieux et paisible à travers Des collections de prod...",23.0,04-02
76,CRYSTALLUM (95),151.0,CRYSTALLUM est un projet de crédit de consommation aux utilisateurs qui lutte contre la pollution faite par le plastique. Les consommateurs sont rémunérés 10...,20.0,04-02
77,STUDENTS PLACE (59),73.0,STUDENTS PLACE est une entreprise qui vise à améliorer l'accueil des étudiants internationaux en France puis dans d'autres pays. Cette plateforme a été pensé...,0.0,04-02
78,Modu’LAB (51),358.0,"MODU’LAB propose des actions autour de l’éco responsabilité et de la culture. À ce titre, ils mettent en place des projets se modulant aux besoins de leurs p...",55.0,04-02
79,TOUROULE (33),111.0,"TOUROULE propose gratuitement une solution logicielle à télécharger (application mobile). Cette application communique avec des boîtiers de contrôle, à branc...",4.0,04-02
80,VISITCITY (93),80.0,"VISITCITY a pour mission de mettre en relation les voyageurs et les locaux pour favoriser les rencontres, les échanges et contribuer au développement économi...",4.0,04-02
81,ARC (35),700.0,"Dans une époque à forte mondialisation et de mobilité internationale, ARC souhaite rassembler des personnes de cultures différentes grâce à des  apprentissag...",133.0,04-02
82,DISCOREV (38),314.0,Discorev est une plateforme d’excursions authentiques annimées par des personnes passionnées et expérimentées.- Projet porté par Badiss BelhadjPour suivre le...,52.0,04-02
83,OODY (75),591.0,La raison d'être de OODY est de pouvoir protéger la planète tout en préservant le pouvoir d'achat des consommateurs. Leur mission est de réduire l'impact env...,111.0,04-02
84,MEKI MENSTRUATION (75),2719.0,"MEKI, c’est la marque de lingerie menstruelle thérapeutique 100 % confort, 100 % éco-responsable et 100 % made in France ! Leur but premier est de faciliter ...",918.0,04-02
85,COCON (42),1956.0,"COCON est un commerce multi espaces autour de la pâtisserie sans gluten et du partage. A travers leurs différents espaces, ils ont à cœur de mettre en avant ...",317.0,04-02
86,MEZ (94),110.0,"MEZ est la volonté de diversifier l’offre des spiritueux infusés / arrangés par d’autres alcools que le rhum, qui sont tout aussi légitimes de l’être par leu...",9.0,04-02
87,EDITIONS CORAMBÉ (57),241.0,"Les Editions Corambé propose des ebooks et des livres papier en impression à la demande, dans le genre de l’imaginaire pour normaliser des héros et héroïnes ...",39.0,04-02
88,FAMS (60),89.0,FAMS est une application de connexion entre des mentors étudiants et jeunes actifs à destination des lycéens.- Projet porté par Cécilia ThomasPour suivre le ...,2.0,04-02
89,BEACH CITY PARADISE (92),98.0,"BEACH CITY PARADISE souhaite diversifier les offres de sports praticables en région parisienne et de créer un centre sportif dédié aux sports de sable,- Proj...",0.0,04-02
90,NAMI (17),1115.0,NAMI est un écosystème collaboratif qui contribue à la réduction des émissions de carbone et la valorisation des co-produits de l’industrie française par l’u...,224.0,04-02
91,COLLECTIF MONO (75),254.0,"Le Collectif Mono propose de la création et production d'une gamme de vêtements et accessoires en laine mono matière, 100% recyclables.- Projet porté par Eln...",70.0,04-02
92,LES FRIMEUSES (92),2507.0,"Les Frimeuses proposent une gamme de tartinables à base de légumineuses lactofermentées, pour des apéritifs sains et gourmands !- Projet porté par Emma Anque...",777.0,04-02
93,UN GRAM (69),1098.0,"UN GRAM propose des smartphones de luxe 100% personnalisables.Le client choisit un matériau noble de son choix (or, diamant, argent, pierres précieuses ou cu...",171.0,04-02
94,SAFE PLACE TO BE (75),283.0,SAFE PLACE TO BE est une application qui a pour but principal de réduire le sentiment d'insécurité dans les transports et de développer l'entraide entreles u...,99.0,04-02
95,REUTEC (59),58.0,"REUTEC propose aux entreprises une solution d’emballage réutilisable sur mesure fais à partir de déchets textiles revalorisés, recyclés ou upcyclés.Ils les a...",2.0,04-02
96,CHERCHEUSE DE STYLE (13),346.0,"CHERCHEUSE DE STYLE est un concept de friperie uniquement pour femme afin changer le regard des gens sur le gaspillage vestimentaire, la pollution, les fripe...",51.0,04-02
97,INTINYVERITAS (75),521.0,InTinyVeritas accompagne les particuliers vers l’indépendance financière en developpant une offre de logements minimalistes autonomes et redynamiser des terr...,63.0,04-02
98,PIHITI (31),63.0,"PIHITI propose des soins naturels polynésiens : simples, minimalistes, sans parfum, respectueux de votre peau et de notre planète. Des soins seuls ou en box ...",3.0,04-02
99,MWANALA (35),278.0,Mwanala c'est la création de collection d'ouvrage de livre de jeunesse qui donne accès à l'éducation pour tous les enfants dans les pays en voie de développe...,41.0,04-02
100,URGE (92),4582.0,URGE propose aux hôpitaux de réduire le temps consacré à l'enregistrement et le pré-diagnostic grâce à un algorithme de triage. Réduire le temps d'attente de...,1182.0,04-02
101,VANLIZE (94),85.0,VANLIZE fait vivre des experiences singulières et de nouveaux challenges dans un monde où l'on ressent de plus plus un besoin de liberté.Retrouver une manièr...,5.0,04-02
102,LE SON QUI COURT (13),105.0,"La mission du SON QUI COURT est de stimuler et diversifier le paysage musicale Français en démocratisant l'accès aux savoirs, à la culture en propsant un ser...",19.0,04-02
103,JUNO (75),65.0,"JUNO est une plateforme de recrutement abordable, simple et rapide qui met en relation des consultants tech avec des entreprises en recherche. Grace à un alg...",1.0,04-02
104,ART&EAT (77),187.0,"ART&EAT est une plateforme qui allie alimentation et santé : réalisation des achats de produits d'épicerie, la réalisation de menu (en fonction de son régime...",19.0,04-02
105,OWNEY (75),84.0,"OWNEY propose une solution de Location-Accession.Ils achètent le bien pour vous et vous vivez dans votre logement immédiatement, avec une option d'achat de 4...",23.0,04-02
106,DROZZEN (75),803.0,"DROZZEN est une aplli de ""no-dating"" qui permet aux jeunes de se rencontrer facilement en favorisant l'économie locale et en répondant à un enjeu social plus...",179.0,04-02
107,PLENUMI (22),1492.0,"PLENUMI est une plateforme de révision et assistant digital du professeur, Plenumi doit permettre aux élèves de mieux travailler (apprentissage actif et pers...",357.0,04-02
108,NEOCA (35),1431.0,"NEOCA propose un casque sécurisé pour les mobilités douces qui a la particularité d'être pliable et peut donc facilement se ranger dans un sac. De plus, son ...",312.0,04-02
109,ROSA FOOD (59),788.0,"Le restaurant LA ROSA FOOD offre une restauration mixte respectueux  , entre la tradition et le moderne par l’innovation des goûts et des saveurs, respectueu...",243.0,04-02
110,SUMMIT (35),590.0,"SUMMIT est une boisson énergisante saine et totalement différente de ce que l'on connait actuellement sur le marché. Une boisson 100% naturelle, sans produit...",75.0,04-02
111,CUTIGIRI (59),73.0,CUTIGIRI est un jeu vidéo de type roman vidéoludique (jeux vidéo qui mélangent le gameplay et la littérature) qui a pour but de divertir et d'éduquer sur les...,2.0,04-02
112,TRUST IN ISOTOPES (66),385.0,"TRUST IN ISOTOPES propose un service de traçabilité, reposant sur une analyse chimique (l'isotopie). Elle permet de vérifier la provenance géographique des a...",111.0,04-02
113,RODBY (69),70.0,RODBY propose une mise en relation entre voyageurs et locaux est proposée sur la plateforme. Les locaux s’inscrivent et proposent des parcours et visites faç...,2.0,04-02
114,ORIGINAL GALSEN (94),3734.0,ORIGINAL GALSEN propose de découvrir et de savourer la culture sénégalaise à travers des plats originaux. Avec un objectif de proposer des plats 100% fait ma...,947.0,04-02
115,FAIRTROTTER (94),1411.0,"FairTrotter se veut devenir la première agence de voyage (presque) zéro carbone destinée au grand public, proposant des séjours uniques et personnalisables, ...",339.0,04-02
116,LE BON PARRAIN (59),51.0,Le Bon Parrain est un site de parrainage qui permet aux utilisateurs de se faire parrainer rapidement et facilement ! Cette mise en relation permet au filleu...,1.0,04-02
117,OTÉ (75),50.0,"OTÉ souhaite faire découvrir une cuisine réunionnaise savoureuse et originale, tout en proposant une expérience culinaire chaleureuse et intense pour les ave...",1.0,04-02
118,OHMYVAN (13),118.0,OHMYVAN souhaite faciliter le voyage en itinérance en véhicule aménagé en créant la maison sur roue des aventuriers.- Projet porté par Elsa ZapataPour suivre...,38.0,04-02
119,MOBILEAZ (59),880.0,MOBILEAZ est une plateforme de location de mobilier et d'électroménager entre particuliers qui favorise l’économie circulaire et d’usage. Elle répond aux pro...,273.0,04-02
120,COUP DE POUSSE (69),106.0,COUP DE POUSSE est un projet de titre-restaurant qui permet le financement de projet de résilience agricole.- Projet porté par Sophia AkmtPour suivre le Moov...,6.0,04-02
121,PULSAE (90),55.0,"PULSAE propose un dispositif de déclenchement intelligent de batterie de vélo électrique pour les personnes en insuffisance cardiaque. Ce dispositif va, en f...",3.0,04-02
122,4BONI (75),318.0,4boni est un marketplace réservé aux étudiants adin de les aider à lutter contre la précarité et l'isolement en créant un écosystème dédié.Projet porté par A...,29.0,04-02
123,STORMZ (69),862.0,"STORMZ est une marque pour équiper les danseurs urbains (hiphop, breakdance) avec des produits résistants, sécurisants et tendances.- Projet porté par Clélia...",201.0,04-02
124,IZOM ATHLETIQUE (94),1488.0,"IZOM Athlétique proposera un baume chauffant solide et rechargeable pour aider les sportifs à bien s'échauffer. Par la suite, ils développeront une gamme com...",462.0,04-02
125,L'ATELIER DU GATO (45),909.0,L'Atelier du GatO vise à rendre accessible la pâtisserie aux personnes intolérantes et allergiques au gluten. Briser les idées reçues sur la pâtisserie sans ...,199.0,04-02
126,VIRTUOUS (74),306.0,"Virtuous connecte marques, associations, internautes et créateurs de contenu pour s'engager ensemble à construire le monde. Créer un système vertueux pour fa...",46.0,04-02
127,PHYSIS (2B),54.0,"PHYSIS améliore la sécurité des populations. En effet, que ce soit ses activités de conseil, de bureaux d'études ou encore de la gestion d'application, tout ...",3.0,04-02
128,TINY FUNGI (30),1482.0,Tiny Fungi propose une alternative écologique et durable à la construction traditionnelle et fournit une solution de remplacement aux isolants synthétiques n...,455.0,04-02
